"","loc_id","Protein.names","uniprot_accession.y","Gene.Names","Organism","...1.x","sample","count","...1.y","tissue","treatment","day"
"1","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T001F",0,"T001F","F","control",0
"35","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T012FX",0,"T012FX","X","control",0
"36","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T012G",0,"T012G","G","control",0
"37","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T014F",0,"T014F","F","OA",3
"38","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T014G",0,"T014G","G","OA",3
"39","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T015F",0,"T015F","F","OA",3
"40","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T015G",0,"T015G","G","OA",3
"41","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T016F",0,"T016F","F","OA",3
"42","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T016G",0,"T016G","G","OA",3
"43","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T017F",0,"T017F","F","OA",3
"44","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T017G",0,"T017G","G","OA",3
"45","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T019F",0,"T019F","F","OA",3
"46","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T019G",0,"T019G","G","OA",3
"47","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T021F",0,"T021F","F","OA",3
"48","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T021G",0,"T021G","G","OA",3
"49","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T023F",0,"T023F","F","OA",3
"50","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T023G",0,"T023G","G","OA",3
"51","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T025F",0,"T025F","F","OA",3
"52","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T025G",0,"T025G","G","OA",3
"53","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T026F",0,"T026F","F","OA",3
"54","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T026G",0,"T026G","G","OA",3
"55","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T027F",0,"T027F","F","OA",3
"56","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T027G",0,"T027G","G","OA",3
"57","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T029F",0,"T029F","F","OW",3
"58","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T029G",0,"T029G","G","OW",3
"59","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T030F",0,"T030F","F","OW",3
"60","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T030G",0,"T030G","G","OW",3
"61","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T031F",0,"T031F","F","OW",3
"62","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T031G",0,"T031G","G","OW",3
"63","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T033F",0,"T033F","F","OW",3
"64","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T033G",0,"T033G","G","OW",3
"65","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T034F",0,"T034F","F","OW",3
"66","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T034G",0,"T034G","G","OW",3
"67","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T035F",0,"T035F","F","OW",3
"68","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T035G",0,"T035G","G","OW",3
"69","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T036F",0,"T036F","F","OW",3
"70","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T036G",0,"T036G","G","OW",3
"71","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T037F",0,"T037F","F","OW",3
"72","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T037G",0,"T037G","G","OW",3
"73","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T038F",0,"T038F","F","OW",3
"74","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T038G",0,"T038G","G","OW",3
"75","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T039F",0,"T039F","F","OW",3
"76","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T039G",0,"T039G","G","OW",3
"77","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T040F",0,"T040F","F","OW",3
"78","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T040G",0,"T040G","G","OW",3
"79","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T041F",0,"T041F","F","OW",3
"80","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T041G",0,"T041G","G","OW",3
"81","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T046F",0,"T046F","F","DO",3
"82","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T046G",0,"T046G","G","DO",3
"83","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T047G",0,"T047G","G","DO",3
"84","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T049F",0,"T049F","F","DO",3
"85","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T049G",0,"T049G","G","DO",3
"86","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T052F",0,"T052F","F","DO",3
"87","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T052G",0,"T052G","G","DO",3
"88","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T055F",0,"T055F","F","DO",3
"89","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T055G",0,"T055G","G","DO",3
"90","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T056F",0,"T056F","F","DO",3
"91","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T056G",0,"T056G","G","DO",3
"92","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T057F",0,"T057F","F","DO",3
"93","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T057G",0,"T057G","G","DO",3
"94","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T058F",0,"T058F","F","DO",3
"95","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T058G",0,"T058G","G","DO",3
"96","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T110F",0,"T110F","F","DO",3
"97","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T110G",0,"T110G","G","DO",3
"98","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T111F",0,"T111F","F","DO",3
"99","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T111G",0,"T111G","G","DO",3
"100","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T112F",0,"T112F","F","DO",3
"101","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T112G",0,"T112G","G","DO",3
"102","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T118F",0,"T118F","F","OA",3
"103","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T118G",0,"T118G","G","OA",3
"104","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T119F",0,"T119F","F","OA",3
"105","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T119G",0,"T119G","G","OA",3
"106","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T126F",0,"T126F","F","control",3
"107","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T126G",0,"T126G","G","control",3
"108","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T127F",0,"T127F","F","control",3
"109","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T127G",0,"T127G","G","control",3
"110","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T128F",0,"T128F","F","control",3
"111","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T128G",0,"T128G","G","control",3
"112","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T129F",0,"T129F","F","control",3
"113","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T129G",0,"T129G","G","control",3
"114","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T130F",0,"T130F","F","control",3
"115","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T130G",0,"T130G","G","control",3
"116","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T131F",0,"T131F","F","control",3
"117","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T131G",0,"T131G","G","control",3
"118","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T132F",0,"T132F","F","control",3
"119","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T132G",0,"T132G","G","control",3
"120","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T133F",0,"T133F","F","control",3
"121","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T133G",0,"T133G","G","control",3
"122","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T134F",0,"T134F","F","control",3
"123","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T134G",0,"T134G","G","control",3
"124","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T135F",0,"T135F","F","control",3
"125","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T135G",0,"T135G","G","control",3
"126","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T136F",0,"T136F","F","control",3
"127","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T136G",0,"T136G","G","control",3
"128","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T137F",0,"T137F","F","control",3
"129","LOC134704801","Byssal peroxidase-like protein 1","A0A193DUA0",NA,"Mytilus coruscus (Sea mussel)","gene-LOC134704801|LOC134704801","T137G",0,"T137G","G","control",3
"130","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T001F",14,"T001F","F","control",0
"131","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T001FX",10,"T001FX","X","control",0
"132","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T001G",21,"T001G","G","control",0
"133","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T002F",13,"T002F","F","control",0
"134","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T002FX",6,"T002FX","X","control",0
"135","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T002G",7,"T002G","G","control",0
"136","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T003F",10,"T003F","F","control",0
"137","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T003FX",7,"T003FX","X","control",0
"138","LOC134686782","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Q13162","PRDX4","Homo sapiens (Human)","gene-LOC134686782|LOC134686782","T003G",0,"T003G","G","control",0
