gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134686847|LOC134686847,119.51413018114,-0.567181941363217,0.13582284057698,2.06114650834934e-6,9.97109934392059e-4,LOC134686847,lcl|NC_086382.1_cds_XP_063402729.1_37690,sp,Q9D5V6,SYAP1,MOUSE,50.694,288,110,8,250,1035,65,346,4.78e-76,242,reviewed,SYAP1_MOUSE,Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA),Syap1,Mus musculus (Mouse),365,GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0009898; GO:0030154; GO:0030424; GO:0030425; GO:0030426; GO:0032869; GO:0036120; GO:0038203; GO:0042734; GO:0043204; GO:0045202; GO:0045211; GO:0045600; GO:0048172; GO:0048471; GO:0071364; GO:0071902; GO:1990314,cell differentiation [GO:0030154]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to insulin stimulus [GO:0032869]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; TORC2 signaling [GO:0038203],,axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; growth cone [GO:0030426]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; synapse [GO:0045202],,INDUCTION: Up-regulated during adipocyte differentiation (at protein level) (PubMed:23300339). {ECO:0000269|PubMed:23300339}.,,,,
gene-LOC134728292|LOC134728292,175.897330012515,0.882677833017381,0.24392237443727,1.39751521811771e-5,0.00410470184064289,LOC134728292,lcl|NC_086380.1_cds_XP_063448912.1_31392,sp,Q9Z0J4,NOS1,MOUSE,47.895,1449,677,21,52,4314,14,1412,0,1347,reviewed,NOS1_MOUSE,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",Nos1,Mus musculus (Mouse),1429,GO:0001917; GO:0002028; GO:0004517; GO:0005516; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0005886; GO:0006527; GO:0006809; GO:0006813; GO:0006816; GO:0006941; GO:0007263; GO:0008270; GO:0008285; GO:0009725; GO:0010181; GO:0014069; GO:0017080; GO:0019899; GO:0020037; GO:0030018; GO:0030141; GO:0030315; GO:0030425; GO:0031965; GO:0032496; GO:0032991; GO:0033017; GO:0033137; GO:0034760; GO:0042178; GO:0042311; GO:0042383; GO:0042582; GO:0042802; GO:0043066; GO:0043197; GO:0043267; GO:0043434; GO:0043524; GO:0043627; GO:0044305; GO:0044325; GO:0045121; GO:0045184; GO:0045202; GO:0045776; GO:0045893; GO:0045906; GO:0045944; GO:0046676; GO:0046870; GO:0048148; GO:0048306; GO:0048471; GO:0050660; GO:0050661; GO:0050767; GO:0051117; GO:0051219; GO:0051481; GO:0051612; GO:0051649; GO:0051926; GO:0060078; GO:0061875; GO:0070402; GO:0071260; GO:0071363; GO:0071872; GO:0071944; GO:0097110; GO:0098735; GO:0098924; GO:0098978; GO:0099091; GO:0099092; GO:0099163; GO:0106071; GO:1900273; GO:1902307,arginine catabolic process [GO:0006527]; behavioral response to cocaine [GO:0048148]; calcium ion transport [GO:0006816]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to growth factor stimulus [GO:0071363]; cellular response to mechanical stimulus [GO:0071260]; establishment of localization in cell [GO:0051649]; establishment of protein localization [GO:0045184]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood pressure [GO:0045776]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of hepatic stellate cell contraction [GO:0061875]; negative regulation of insulin secretion [GO:0046676]; negative regulation of iron ion transmembrane transport [GO:0034760]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; negative regulation of vasoconstriction [GO:0045906]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide mediated signal transduction [GO:0007263]; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106071]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of sodium ion transmembrane transport [GO:1902307]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sodium ion transport [GO:0002028]; response to estrogen [GO:0043627]; response to hormone [GO:0009725]; response to lipopolysaccharide [GO:0032496]; response to peptide hormone [GO:0043434]; retrograde trans-synaptic signaling by nitric oxide [GO:0098924]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178],ATPase binding [GO:0051117]; cadmium ion binding [GO:0046870]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; NADPH binding [GO:0070402]; nitric-oxide synthase activity [GO:0004517]; phosphoprotein binding [GO:0051219]; scaffold protein binding [GO:0097110]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]; zinc ion binding [GO:0008270],"azurophil granule [GO:0042582]; calyx of Held [GO:0044305]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; postsynaptic specialization, intracellular component [GO:0099091]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017]; secretory granule [GO:0030141]; synapse [GO:0045202]; T-tubule [GO:0030315]; Z disc [GO:0030018]",,INDUCTION: By cholinergic agonists acting at inositol phosphate-linked muscarinic receptors in cardiac myocytes.,,R-MMU-1222556;R-MMU-392154;R-MMU-5578775;,,Q05769; Q60857
gene-LOC134712135|LOC134712135,21.896265047784,-0.602478006689219,0.186572130483174,7.62827801036957e-5,0.0114158219935994,LOC134712135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134725611|LOC134725611,62.5368989609701,1.46474153595554,0.39752216022451897,9.39567713760006e-6,0.00331675207264819,LOC134725611,lcl|NC_086373.1_cds_XP_063445634.1_2366,sp,Q8BTN6,LENG9,MOUSE,45.536,112,57,2,442,765,42,153,3.18e-26,115,reviewed,LENG9_MOUSE,Leukocyte receptor cluster member 9,Leng9,Mus musculus (Mouse),485,GO:0046872,,metal ion binding [GO:0046872],,,,,,,
gene-LOC134711384|LOC134711384,10.450683625658,1.10328707991407,0.425976754238952,3.58431933392196e-4,0.0281897236501306,LOC134711384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134688350|LOC134688350,844.350251880146,0.693262997349326,0.0986344345372741,1.42123920140298e-13,1.16882711923381e-9,LOC134688350,lcl|NC_086382.1_cds_XP_063405070.1_39949,sp,Q7TMK9,HNRPQ,MOUSE,58.333,408,165,4,7,1218,5,411,3.71e-170,501,reviewed,HNRPQ_MOUSE,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)",Syncrip Hnrpq Nsap1 Nsap1l,Mus musculus (Mouse),623,GO:0003730; GO:0005634; GO:0005654; GO:0005681; GO:0005737; GO:0005783; GO:0005829; GO:0006397; GO:0008143; GO:0008380; GO:0016556; GO:0043025; GO:0045293; GO:0045727; GO:0048027; GO:0070934; GO:0070937; GO:0071204; GO:0090367; GO:0106002; GO:1900152; GO:1901537; GO:1990635; GO:1990904; GO:2000623; GO:2000767,"CRD-mediated mRNA stabilization [GO:0070934]; mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; negative regulation of mRNA modification [GO:0090367]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of translation [GO:0045727]; RNA splicing [GO:0008380]",mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; poly(A) binding [GO:0008143],CRD-mediated mRNA stability complex [GO:0070937]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; histone pre-mRNA 3'end processing complex [GO:0071204]; mCRD-mediated mRNA stability complex [GO:0106002]; mRNA editing complex [GO:0045293]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proximal dendrite [GO:1990635]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],,,,,,
gene-LOC134725982|LOC134725982,59.2663242877014,0.620395817968177,0.20089925214393,1.12482207230255e-4,0.0138067712277853,LOC134725982,lcl|NC_086379.1_cds_XP_063446399.1_30738,sp,Q80YR4,ZN598,MOUSE,44.582,323,171,4,19,987,26,340,2.08e-82,290,reviewed,ZN598_MOUSE,E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598),Znf598 Zfp598,Mus musculus (Mouse),908,GO:0005829; GO:0006417; GO:0006513; GO:0016567; GO:0043022; GO:0046872; GO:0061630; GO:0070534; GO:0072344; GO:1990116,protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; regulation of translation [GO:0006417]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116],metal ion binding [GO:0046872]; ribosome binding [GO:0043022]; ubiquitin protein ligase activity [GO:0061630],cytosol [GO:0005829],,,,,UPA00143;,
gene-LOC134725982|LOC134725982,59.2663242877014,0.620395817968177,0.20089925214393,1.12482207230255e-4,0.0138067712277853,LOC134725982,lcl|NC_086379.1_cds_XP_063446399.1_30738,sp,Q80YR4,ZN598,MOUSE,36.869,198,113,6,2338,2910,708,900,4.51e-22,106,reviewed,ZN598_MOUSE,E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598),Znf598 Zfp598,Mus musculus (Mouse),908,GO:0005829; GO:0006417; GO:0006513; GO:0016567; GO:0043022; GO:0046872; GO:0061630; GO:0070534; GO:0072344; GO:1990116,protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; regulation of translation [GO:0006417]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116],metal ion binding [GO:0046872]; ribosome binding [GO:0043022]; ubiquitin protein ligase activity [GO:0061630],cytosol [GO:0005829],,,,,UPA00143;,
gene-LOC134695637|LOC134695637,30.7920122438821,-0.768986159372815,0.205289417409537,9.25941236133903e-6,0.00331675207264819,LOC134695637,lcl|NC_086373.1_cds_XP_063413032.1_5321,sp,Q5SPC5,OTOF,DANRE,49.321,1399,628,17,1,4155,1,1332,0,1338,reviewed,OTOF_DANRE,Otoferlin (Fer-1-like protein 2),otof fer1l2 si:dkey-181f18.3,Danio rerio (Zebrafish) (Brachydanio rerio),1992,GO:0000139; GO:0001964; GO:0005509; GO:0005789; GO:0007009; GO:0007605; GO:0010996; GO:0016079; GO:0016082; GO:0016323; GO:0030672; GO:0035612; GO:0036465; GO:0042995; GO:0048787; GO:0050885,neuromuscular process controlling balance [GO:0050885]; plasma membrane organization [GO:0007009]; response to auditory stimulus [GO:0010996]; sensory perception of sound [GO:0007605]; startle response [GO:0001964]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082]; synaptic vesicle recycling [GO:0036465],AP-2 adaptor complex binding [GO:0035612]; calcium ion binding [GO:0005509],basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; presynaptic active zone membrane [GO:0048787]; synaptic vesicle membrane [GO:0030672],,,,,,
gene-LOC134695637|LOC134695637,30.7920122438821,-0.768986159372815,0.205289417409537,9.25941236133903e-6,0.00331675207264819,LOC134695637,lcl|NC_086373.1_cds_XP_063413032.1_5321,sp,Q5SPC5,OTOF,DANRE,69.024,594,173,6,4597,6360,1404,1992,0,871,reviewed,OTOF_DANRE,Otoferlin (Fer-1-like protein 2),otof fer1l2 si:dkey-181f18.3,Danio rerio (Zebrafish) (Brachydanio rerio),1992,GO:0000139; GO:0001964; GO:0005509; GO:0005789; GO:0007009; GO:0007605; GO:0010996; GO:0016079; GO:0016082; GO:0016323; GO:0030672; GO:0035612; GO:0036465; GO:0042995; GO:0048787; GO:0050885,neuromuscular process controlling balance [GO:0050885]; plasma membrane organization [GO:0007009]; response to auditory stimulus [GO:0010996]; sensory perception of sound [GO:0007605]; startle response [GO:0001964]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082]; synaptic vesicle recycling [GO:0036465],AP-2 adaptor complex binding [GO:0035612]; calcium ion binding [GO:0005509],basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; presynaptic active zone membrane [GO:0048787]; synaptic vesicle membrane [GO:0030672],,,,,,
gene-LOC134695637|LOC134695637,30.7920122438821,-0.768986159372815,0.205289417409537,9.25941236133903e-6,0.00331675207264819,LOC134695637,lcl|NC_086373.1_cds_XP_063413042.1_5322,sp,Q9ERC5,OTOF,RAT,47.247,1471,690,23,1,4359,1,1403,0,1348,reviewed,OTOF_RAT,Otoferlin (Fer-1-like protein 2),Otof Fer1l2,Rattus norvegicus (Rat),1993,GO:0000139; GO:0005509; GO:0005783; GO:0005789; GO:0007009; GO:0007605; GO:0016079; GO:0016082; GO:0016323; GO:0030672; GO:0035612; GO:0042995; GO:0044877; GO:0045177; GO:0045178; GO:0048787; GO:0090102,cochlea development [GO:0090102]; plasma membrane organization [GO:0007009]; sensory perception of sound [GO:0007605]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082],AP-2 adaptor complex binding [GO:0035612]; calcium ion binding [GO:0005509]; protein-containing complex binding [GO:0044877],apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; presynaptic active zone membrane [GO:0048787]; synaptic vesicle membrane [GO:0030672],,,,,,
gene-LOC134695637|LOC134695637,30.7920122438821,-0.768986159372815,0.205289417409537,9.25941236133903e-6,0.00331675207264819,LOC134695637,lcl|NC_086373.1_cds_XP_063413042.1_5322,sp,Q9ERC5,OTOF,RAT,67.899,595,181,6,4567,6336,1404,1993,0,864,reviewed,OTOF_RAT,Otoferlin (Fer-1-like protein 2),Otof Fer1l2,Rattus norvegicus (Rat),1993,GO:0000139; GO:0005509; GO:0005783; GO:0005789; GO:0007009; GO:0007605; GO:0016079; GO:0016082; GO:0016323; GO:0030672; GO:0035612; GO:0042995; GO:0044877; GO:0045177; GO:0045178; GO:0048787; GO:0090102,cochlea development [GO:0090102]; plasma membrane organization [GO:0007009]; sensory perception of sound [GO:0007605]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082],AP-2 adaptor complex binding [GO:0035612]; calcium ion binding [GO:0005509]; protein-containing complex binding [GO:0044877],apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; presynaptic active zone membrane [GO:0048787]; synaptic vesicle membrane [GO:0030672],,,,,,
gene-LOC134709977|LOC134709977,4126.40714604426,0.373705401324164,0.104139557070546,3.76639684524407e-5,0.0073474025564509,LOC134709977,lcl|NC_086375.1_cds_XP_063426176.1_11103,sp,A5A6K9,HS90A,PANTR,82.207,444,75,2,841,2163,291,733,0,726,reviewed,HS90A_PANTR,Heat shock protein HSP 90-alpha,HSP90AA1,Pan troglodytes (Chimpanzee),733,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0009408; GO:0009409; GO:0016887; GO:0032991; GO:0034605; GO:0042470; GO:0043025; GO:0043209; GO:0046677; GO:0048471; GO:0050821; GO:0051082; GO:0097718; GO:0140662,cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to antibiotic [GO:0046677]; response to cold [GO:0009409]; response to heat [GO:0009408],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; unfolded protein binding [GO:0051082],cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],,,,,,
