LOC_ID,metric,n_threads,n_mussel,slope_mixed,p_mixed,q_mixed,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,tier
LOC134695612,adhesion_kpa,136,45,26.68319935916492,0.04299875318580127,0.7202291158621713,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.968,2.709999999999999e-118,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714791,adhesion_kpa,136,45,19.337959368288914,0.06332075564767765,0.8457040948430964,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",67.096,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134697661,adhesion_kpa,136,45,13.554658129296117,0.06386927185733084,0.8457040948430964,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",64.23,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134706747,adhesion_kpa,136,45,14.285263365724132,0.07232631641353106,0.8457040948430964,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721921,adhesion_kpa,136,45,-17.647460693902087,0.09417018122705809,0.8457040948430964,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.654,1.1099999999999999e-94,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714939,adhesion_kpa,136,45,23.217448357893335,0.09776379882911608,0.8457040948430964,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134710805,adhesion_kpa,136,45,27.357596212787396,0.09779593188509159,0.8457040948430964,Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC),41.104,1.06e-83,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134710182,adhesion_kpa,136,45,-13.644869235926645,0.10544879192446663,0.8457040948430964,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),32.949,2.25e-65,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721338,adhesion_kpa,136,45,12.900977295320262,0.10600924323498533,0.8457040948430964,Tyrosinase 2,28.932,5.969999999999999e-52,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721501,adhesion_kpa,136,45,12.80075419154663,0.1128901253783298,0.8457040948430964,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134707640,adhesion_kpa,136,45,6.245994286639509,0.12434546549865642,0.8457040948430964,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx),69.683,8.46e-108,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714868,adhesion_kpa,136,45,-10.714712173445246,0.12452055718527358,0.8457040948430964,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),39.764,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721033,adhesion_kpa,136,45,21.26730885124662,0.12468279572056586,0.8457040948430964,Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35),34.834,4.8000000000000006e-80,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134715482,adhesion_kpa,136,45,24.08277535021905,0.1292773263221008,0.8457040948430964,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),68.493,3.86e-27,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134718464,adhesion_kpa,136,45,10.364160084446878,0.1304049571535401,0.8457040948430964,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134711783,adhesion_kpa,136,45,15.945117046747436,0.14030263612068397,0.8457040948430964,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134708355,adhesion_kpa,136,45,15.306737207845073,0.14194208358048266,0.8457040948430964,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),47.404,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134725629,adhesion_kpa,136,45,18.79860865714695,0.14623749820872153,0.8457040948430964,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),52.453,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134695001,adhesion_kpa,136,45,11.768701356409508,0.15494454699436622,0.8457040948430964,DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p),66.667,4.37e-154,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134718500,adhesion_kpa,136,45,-31.695290568083028,0.15698554498109088,0.8457040948430964,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134715908,adhesion_kpa,136,45,18.919491317379507,0.1575712194990602,0.8457040948430964,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),32.313,6.41e-33,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134725897,adhesion_kpa,136,45,9.78474156072955,0.1587782997426748,0.8457040948430964,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),34.649,3.8800000000000005e-33,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134710470,adhesion_kpa,136,45,-11.689852770249807,0.16079508467330306,0.8457040948430964,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134715935,adhesion_kpa,136,45,14.135895173232472,0.16290185485949904,0.8457040948430964,Diamine oxidase [copper-containing] (Diamine oxidase) (EC 1.4.3.22) (Amiloride-binding protein 1) (Amine oxidase copper domain-containing protein 1) (Histaminase),36.749,2.879999999999999e-171,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134725758,adhesion_kpa,136,45,-11.120354634048342,0.16787147348497414,0.8457040948430964,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134710209,adhesion_kpa,136,45,13.977431784166408,0.17579858895907727,0.8457040948430964,Putative ABC transporter C family member 15 (ABC transporter ABCC.15) (AtABCC15) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 15) (Glutathione S-conjugate-transporting ATPase 15) (Putative multidrug resistance-associated protein 15),37.755,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714392,adhesion_kpa,136,45,12.194973782043027,0.17775538212782982,0.8457040948430964,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134715627,adhesion_kpa,136,45,-8.476638881978717,0.17833545400442224,0.8457040948430964,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),37.084,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134712495,adhesion_kpa,136,45,-8.504599582940928,0.17918364020806915,0.8457040948430964,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),58.414,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721812,adhesion_kpa,136,45,12.28491471615281,0.17950659431663524,0.8457040948430964,Glutathione peroxidase (GPx) (GSHPx) (EC 1.11.1.9),42.857,7.5e-46,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134694436,adhesion_kpa,136,45,5.553918237439786,0.17993089287282665,0.8457040948430964,Heat shock 70 kDa protein 12B,28.732,8.41e-52,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134715138,adhesion_kpa,136,45,15.153145022667985,0.18101745822863388,0.8457040948430964,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",82.419,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134684786,adhesion_kpa,136,45,8.081214201113038,0.18877046865603153,0.8457040948430964,Tyrosinase 2,47.207,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134694726,adhesion_kpa,136,45,10.294768110343771,0.1893367376514395,0.8457040948430964,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",21.013,3.1799999999999998e-24,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134695661,adhesion_kpa,136,45,-11.345949152752016,0.1988224967300763,0.8663612089569291,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.961,3.68e-115,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134683831,adhesion_kpa,136,45,5.497200736111422,0.20541530448212725,0.8663612089569291,Byssal protein-1,42.458,9.77e-32,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134706577,adhesion_kpa,136,45,14.085313773311771,0.2068922290046398,0.8663612089569291,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134697127,adhesion_kpa,136,45,-14.878714710362456,0.21464244951631434,0.8804720888322282,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.807,1.68e-109,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134706727,adhesion_kpa,136,45,11.749403095249004,0.22565812129286553,0.9071456475973193,Glutathione S-transferase (PfGST) (EC 2.5.1.18),32.227,1.79e-21,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134706576,adhesion_kpa,136,45,14.013085657571025,0.2433456389307225,0.9102106075353015,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",75.226,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134725830,adhesion_kpa,136,45,12.425815137461003,0.26439645956060376,0.9102106075353015,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),63.053,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134712292,adhesion_kpa,136,45,7.453137002631941,0.26511299860643267,0.9102106075353015,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",62.391,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134682955,adhesion_kpa,136,45,11.370354675938444,0.26828459539647376,0.9102106075353015,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1),68,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134697432,adhesion_kpa,136,45,8.276605079680754,0.2734300233785788,0.9102106075353015,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)",69.4,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134715354,adhesion_kpa,136,45,7.423819108537653,0.27708278781806256,0.9102106075353015,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),39.336,4.17e-44,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134725173,adhesion_kpa,136,45,7.553693518154884,0.27877357305820244,0.9102106075353015,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],35.478,2.4799999999999998e-89,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134720677,adhesion_kpa,136,45,10.751737003924136,0.2827231732522378,0.9102106075353015,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),43.033,2.84e-63,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134711496,adhesion_kpa,136,45,1.4754772657714763,0.2847154684272716,0.9102106075353015,Foot protein 10,55.016,3.2199999999999993e-106,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134693664,adhesion_kpa,136,45,-8.070337059604995,0.28495983254396523,0.9102106075353015,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25),49.624,2.02e-41,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134706748,adhesion_kpa,136,45,7.5651329194302726,0.2849828600678836,0.9102106075353015,Byssal HSP-like protein 1,98.116,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134693958,adhesion_kpa,136,45,7.517427969800161,0.2873174902775186,0.9102106075353015,Superoxide dismutase [Mn] (EC 1.15.1.1),47.291,1.94e-63,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134711376,adhesion_kpa,136,45,-11.384914752536387,0.28814387985585277,0.9102106075353015,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),37.415,4.789999999999999e-110,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134707842,adhesion_kpa,136,45,12.569732537402054,0.2917990172785911,0.9102106075353015,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",52.987,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134725998,adhesion_kpa,136,45,6.493567553925915,0.2961031161105192,0.9102106075353015,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.114,2.1699999999999998e-98,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134697396,adhesion_kpa,136,45,6.131406341012329,0.30571939969051976,0.9102106075353015,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",59.416,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134694421,adhesion_kpa,136,45,9.569723504773805,0.3085861197397472,0.9102106075353015,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134716333,adhesion_kpa,136,45,-16.027158849407158,0.31536680432343167,0.9102106075353015,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",52.598,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134725948,adhesion_kpa,136,45,-9.190422406957227,0.31969531728473793,0.9102106075353015,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.229,1.3e-63,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134712109,adhesion_kpa,136,45,6.938443269742057,0.33072498589338417,0.9102106075353015,Glutathione peroxidase 2 (GPx-2) (GSHPx-2) (EC 1.11.1.9) (Glutathione peroxidase-gastrointestinal) (GPx-GI) (GSHPx-GI) (Phospholipid hydroperoxide glutathione peroxidase GPX2) (EC 1.11.1.12),58.152,2.78e-79,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714554,adhesion_kpa,136,45,6.984549703680725,0.34263621081983275,0.9102106075353015,Lysyl oxidase homolog 2B (EC 1.4.3.13) (Lysyl oxidase-like protein 2B),42.547,3.03e-77,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134727424,adhesion_kpa,136,45,7.6353094305975855,0.34884340209360853,0.9102106075353015,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721566,adhesion_kpa,136,45,17.68536545673957,0.35087978816775933,0.9102106075353015,Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF),39.909,2.07e-89,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134695816,adhesion_kpa,136,45,7.282299208915669,0.35357926114804683,0.9102106075353015,Glutathione S-transferase C-terminal domain-containing protein,35.09,3.73e-114,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134721377,adhesion_kpa,136,45,9.411825504601842,0.36058425622233514,0.9102106075353015,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",62.668,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134712215,adhesion_kpa,136,45,-9.270142345529313,0.3663324835006112,0.9102106075353015,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),59.817,1.99e-96,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134722124,adhesion_kpa,136,45,6.825714763009041,0.36787237752801627,0.9102106075353015,Hypoxia up-regulated protein 1,55.738,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134707598,adhesion_kpa,136,45,6.9437531768822405,0.3726896807989991,0.9102106075353015,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",24.928,1.59e-22,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134689775,adhesion_kpa,136,45,13.996342122570153,0.37331959091617983,0.9102106075353015,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134686883,adhesion_kpa,136,45,3.7649819734757193,0.3750953993229307,0.9102106075353015,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),76.331,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134697300,adhesion_kpa,136,45,4.694266849016426,0.37757154044766605,0.9102106075353015,Byssal HSP-like protein 1,81.517,0,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134692000,adhesion_kpa,136,45,7.6498755926113,0.37912742646014397,0.9102106075353015,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",59.242,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134725540,adhesion_kpa,136,45,14.865044627606073,0.385899977444653,0.9102106075353015,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),64.423,3.71e-45,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134711163,adhesion_kpa,136,45,-11.874687554672846,0.3869561239057987,0.9102106075353015,Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2),31.496,5.17e-50,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134711985,adhesion_kpa,136,45,7.40264331256112,0.38807535834152307,0.9102106075353015,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),52.72,3.4999999999999996e-88,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134701697,adhesion_kpa,136,45,11.412658748710921,0.38944334451759166,0.9102106075353015,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,6.08e-104,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134691221,adhesion_kpa,136,45,13.032450262926657,0.39645674486459936,0.9159517898595916,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),46.445,4.44e-65,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134697339,adhesion_kpa,136,45,8.718571857122082,0.4028436600868328,0.9201315417892432,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,9.420000000000001e-104,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134711517,adhesion_kpa,136,45,6.978606768066503,0.41302638046078866,0.9295317925105752,Collagen alpha-1(IV) chain,42.595,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134687071,adhesion_kpa,136,45,6.70996657540738,0.42407809854136835,0.9295317925105752,Glutathione S-transferase P (EC 2.5.1.18) (GST P1-1) (GST class-pi),49.515,1.7e-62,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134716384,adhesion_kpa,136,45,-5.958764728318308,0.42519574001228577,0.9295317925105752,ACDC (Byssal EP-like protein 1) (EP-protein-1),76.695,3.19e-126,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134711495,adhesion_kpa,136,45,1.0014327407447319,0.42545733786553686,0.9295317925105752,Foot protein 12,85.852,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134712267,adhesion_kpa,136,45,6.528456478695227,0.4502138020697639,0.9395668360470004,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",49.171,4.449999999999999e-174,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134695774,adhesion_kpa,136,45,-8.694821179428603,0.45587062800860445,0.9395668360470004,Heat shock 70 kDa protein 12A,31.936,2.66e-79,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134701603,adhesion_kpa,136,45,6.3023065920498205,0.4577208477727416,0.9395668360470004,Tyrosinase 2,61.101,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134714798,adhesion_kpa,136,45,8.118280323242587,0.46098976255775637,0.9395668360470004,"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)",63.573,0,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134717350,adhesion_kpa,136,45,-2.9695677570586776,0.4790853764367353,0.9395668360470004,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),44.521,8.009999999999998e-35,genome_blast,TRUE,TRUE,candidate,exploratory
LOC134710785,adhesion_kpa,136,45,0.8695034745832358,0.4922105567535803,0.9395668360470004,Foot protein 12,46.774,1.5e-128,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134719074,adhesion_kpa,136,45,-3.249494465250104,0.49554668841262484,0.9395668360470004,Collagen alpha-4(VI) chain,41.148,3.21e-29,genome_blast,FALSE,TRUE,candidate,exploratory
LOC134681360,adhesion_kpa,136,45,6.0875395968520065,0.49886946432642765,0.9395668360470004,Collagen alpha-4(VI) chain,24.053,7.569999999999999e-31,genome_blast,FALSE,TRUE,candidate,exploratory
