LOC_ID,metric,n,slope_wls,p_wls,q_wls,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,tier,p_perm_metricwise,p_perm_famwise,p_perm_primary
LOC134712824,adhesion_kpa,46,66.21419111077081,0.01695010809258766,0.7170250879095438,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],72.727,1.07e-150,genome_blast,TRUE,TRUE,DEG_union,exploratory,0.9999000099990001,1,NA
LOC134700846,adhesion_kpa,46,46.61798389027047,0.018067419703937288,0.7170250879095438,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I),45.066,2.3e-90,genome_blast,TRUE,TRUE,DEG_union,exploratory,0.9999000099990001,1,NA
LOC134702608,adhesion_kpa,46,-60.84762053824722,0.018695182997369796,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,0.9999000099990001,1,NA
LOC134702185,adhesion_kpa,46,-56.70663341511029,0.019284721865076945,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134714675,adhesion_kpa,46,-45.68932216274362,0.020279686512911805,0.7170250879095438,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),59.483,9.25e-78,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703414,adhesion_kpa,46,-56.21189088284414,0.021343524909786228,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134708166,adhesion_kpa,46,36.277648534836395,0.021475490183921683,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134704076,adhesion_kpa,46,-55.848710871260494,0.02281922995843565,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134701767,adhesion_kpa,46,-57.871770487249215,0.0236660545116986,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134702868,adhesion_kpa,46,-54.34143984326557,0.024690474547479614,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134691600,adhesion_kpa,46,-13.7879143414602,0.025587553579471765,0.7170250879095438,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),41.667,6.14e-29,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703532,adhesion_kpa,46,-53.73254704517394,0.025776653830827168,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703485,adhesion_kpa,46,-57.46435714846338,0.025855559858208654,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134702895,adhesion_kpa,46,-55.19642379238176,0.02638257508854206,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703635,adhesion_kpa,46,-54.36447423292872,0.026619778907428893,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134683121,adhesion_kpa,46,-53.19551268059933,0.02675603740473833,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703149,adhesion_kpa,46,-54.04938436234005,0.026891791308454885,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703432,adhesion_kpa,46,-55.849385271985504,0.02704118914966851,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703434,adhesion_kpa,46,-57.11525292605166,0.027656247957924804,0.7170250879095438,ATP synthase subunit a (F-ATPase protein 6),88.608,1.11e-122,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703803,adhesion_kpa,46,-55.26986517160982,0.028278428750034744,0.7170250879095438,ATP synthase subunit a (F-ATPase protein 6),88.608,1.11e-122,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134697285,adhesion_kpa,46,18.688944086605545,0.028777404373765875,0.7170250879095438,Sterol regulatory element-binding protein 1 (SREBP-1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)],40.797,8.33e-174,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134711382,adhesion_kpa,46,36.69177868194541,0.028780340954186953,0.7170250879095438,RNA-binding protein PNO1,70.968,2.69e-127,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703629,adhesion_kpa,46,-51.92083205262387,0.029765278698850144,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134711990,adhesion_kpa,46,-39.08163821932336,0.0305044580542752,0.7170250879095438,Calmodulin-2 (CaM 2),46.711,4.5e-34,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703111,adhesion_kpa,46,-53.068651630677664,0.030774566324567543,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134704273,adhesion_kpa,46,-52.30320668531665,0.03096040403793728,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134687471,adhesion_kpa,46,49.25421343719493,0.031136381273658302,0.7170250879095438,Circularly permutated Ras protein 1 (DdiCPRas1),30.888,1.74e-65,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702912,adhesion_kpa,46,-58.70621188583276,0.03219076205120548,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134706394,adhesion_kpa,46,-37.94557014213601,0.032235924136000314,0.7170250879095438,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),52.83,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721468,adhesion_kpa,46,30.06980744614285,0.032710262989264674,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134725758,adhesion_kpa,46,-34.13009291224686,0.033265073154294965,0.7170250879095438,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134690993,adhesion_kpa,46,52.32983756834599,0.03449444393236889,0.7170250879095438,Protein SSUH2 homolog (Protein ssu-2 homolog),31.92,4.299999999999999e-68,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703448,adhesion_kpa,46,-66.55978967359503,0.03553867355390211,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),79.612,1.7e-157,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134704446,adhesion_kpa,46,-53.813989048363275,0.03681853686211551,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134715335,adhesion_kpa,46,16.29742621646506,0.038068957850894806,0.7170250879095438,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),34.188,1.5399999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702689,adhesion_kpa,46,-51.46414871390746,0.03837765553645291,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134712628,adhesion_kpa,46,-23.723783869026466,0.03845139542134756,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134686865,adhesion_kpa,46,54.70685201571086,0.04039520363086242,0.7170250879095438,Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2),32.767,1.9499999999999994e-129,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134704120,adhesion_kpa,46,-50.12601767395789,0.0406130272548801,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134697375,adhesion_kpa,46,30.957221836463024,0.04098535737341043,0.7170250879095438,"Myotubularin-related protein 8 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",57.35,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721348,adhesion_kpa,46,-59.2704632708921,0.04108773215042167,0.7170250879095438,GPI transamidase component PIG-T (Phosphatidylinositol-glycan biosynthesis class T protein),43.462,4.6e-159,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134695419,adhesion_kpa,46,-45.1404070210032,0.04113502309564539,0.7170250879095438,Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2),29.517,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134686763,adhesion_kpa,46,28.226219506698815,0.04332180147778992,0.7170250879095438,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),57.925,6.77e-125,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702607,adhesion_kpa,46,-60.91409061168928,0.04368220253431483,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),70.732,4.419999999999999e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702752,adhesion_kpa,46,-66.65555292755523,0.046857835386090375,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),79.612,1.7e-157,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134685587,adhesion_kpa,46,37.671571437727636,0.04766541361133169,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134686829,adhesion_kpa,46,40.87208503372908,0.04838945248470414,0.7170250879095438,Chloride intracellular channel Clic,32.95,4.82e-38,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712481,adhesion_kpa,46,-43.10358151167875,0.048761298649518225,0.7170250879095438,Transcription factor Sox-2 (XSox2) (XlSox-2) (SRY (sex determining region Y)-box 2),54.737,1.16e-78,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134710092,adhesion_kpa,46,41.93202598816227,0.04984133553284026,0.7170250879095438,UBX domain-containing protein 1 (SAPK substrate protein 1),38.71,8.25e-49,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134704252,adhesion_kpa,46,-61.177284951680534,0.05018411569333151,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134702374,adhesion_kpa,46,-48.9669400330637,0.05034724671330293,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134706605,adhesion_kpa,46,36.67445007931435,0.051797696305357625,0.7170250879095438,COMM domain-containing protein 3 (Protein Bup) (Protein PIL),39.487,4.41e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702699,adhesion_kpa,46,-59.762482287755724,0.051995668378246485,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),70.732,4.419999999999999e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134685076,adhesion_kpa,46,31.470008223170495,0.05223748553171654,0.7170250879095438,Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10),38.313,2.1899999999999993e-90,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134684656,adhesion_kpa,46,40.39567554871072,0.053225640453336706,0.7170250879095438,Probable transmembrane reductase CYB561D1 (EC 7.2.1.3) (Cytochrome b561 domain-containing protein 1),35.5,1.69e-38,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134701763,adhesion_kpa,46,-57.45688061062835,0.05410800840412114,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),70.732,1.66e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703440,adhesion_kpa,46,-63.75525234179227,0.05430522196300471,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134710004,adhesion_kpa,46,29.43998801417598,0.05525785849878395,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703487,adhesion_kpa,46,-61.66814856134478,0.05662838396210746,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),79.612,1.7e-157,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134722219,adhesion_kpa,46,46.37421479988921,0.05674205714586785,0.7170250879095438,Mitochondrial inner membrane m-AAA protease component AFG3L2 (EC 3.4.24.-) (EC 3.6.-.-) (AFG3-like protein 2),63.474,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134723308,adhesion_kpa,46,59.74186302257354,0.05686106890849073,0.7170250879095438,Pre-rRNA-processing protein TSR1 homolog,53.894,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703118,adhesion_kpa,46,-58.97113383965149,0.0572043359714446,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),79.612,1.7e-157,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134688313,adhesion_kpa,46,33.15059504061249,0.05734953194130772,0.7170250879095438,Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2),56.175,1.1799999999999999e-179,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703489,adhesion_kpa,46,-46.633907906269705,0.05825221690271413,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134700319,adhesion_kpa,46,-20.57030163334844,0.05917586168627323,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134704256,adhesion_kpa,46,-45.865123038906795,0.060138320397232756,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134697127,adhesion_kpa,46,39.69725485098397,0.06265854425393404,0.7170250879095438,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.807,1.68e-109,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134681402,adhesion_kpa,46,37.73193562365477,0.06269956190685819,0.7170250879095438,Sin3 histone deacetylase corepressor complex component SDS3 (Suppressor of defective silencing 3 protein homolog),51.866,1.2099999999999998e-72,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134693203,adhesion_kpa,46,-11.456029799868302,0.06354058453377863,0.7170250879095438,S-crystallin SL11 (Major lens polypeptide),39.904,1.32e-44,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134681276,adhesion_kpa,46,-40.105664695693775,0.06354919500104841,0.7170250879095438,E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10),36.842,3.84e-140,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703937,adhesion_kpa,46,-49.609269861350946,0.06483393902697379,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134711985,adhesion_kpa,46,43.64098812443403,0.06546304417681319,0.7170250879095438,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),52.72,3.4999999999999996e-88,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707932,adhesion_kpa,46,19.953124493483326,0.06587656046838118,0.7170250879095438,Uricase (EC 1.7.3.3) (Urate oxidase),48.333,1.73e-102,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703823,adhesion_kpa,46,-45.564335095311925,0.0666271973288922,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134682520,adhesion_kpa,46,33.06364899051817,0.06684903070519697,0.7170250879095438,Tubulin beta-2 chain (Beta-tubulin class-II),93.488,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134688189,adhesion_kpa,46,-45.935361987593154,0.06744197254790246,0.7170250879095438,Ras-related protein Rab-23,64.979,3.34e-93,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712565,adhesion_kpa,46,-11.272302703166948,0.06778445023015078,0.7170250879095438,Tubulin beta chain (Beta-tubulin),99.302,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134720928,adhesion_kpa,46,18.133164214403145,0.06836934588945051,0.7170250879095438,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),49.329,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134694627,adhesion_kpa,46,-61.18431560525421,0.06858288692230068,0.7170250879095438,Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog),71.22,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134728254,adhesion_kpa,46,40.2678314611181,0.07262809309203856,0.7170250879095438,Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1),50.356,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134685676,adhesion_kpa,46,-32.819804108673516,0.07289005564868724,0.7170250879095438,Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7),48.596,1.3199999999999998e-174,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134715478,adhesion_kpa,46,-50.13610893145977,0.0730012521606322,0.7170250879095438,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),36.86,9.61e-42,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134701368,adhesion_kpa,46,17.005911337182333,0.07422006459269831,0.7170250879095438,Ribosomal RNA processing protein 36 homolog,45.024,4.75e-35,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134694022,adhesion_kpa,46,-36.54842226638182,0.07479587215236459,0.7170250879095438,Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2),51.732,2.98e-127,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721450,adhesion_kpa,46,35.25502982042003,0.07491686571532497,0.7170250879095438,"Large ribosomal subunit protein uL15m (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15)",47.973,3.73e-89,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134701031,adhesion_kpa,46,-21.114165399354057,0.07517901982172025,0.7170250879095438,Plexin-B1,27.402,3.7599999999999997e-82,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134687436,adhesion_kpa,46,-27.02279077438852,0.07913377079241651,0.7170250879095438,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),71.72,6.349999999999999e-161,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703517,adhesion_kpa,46,-53.723456021010925,0.07962611151385872,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134720932,adhesion_kpa,46,6.41731936697832,0.08076132040000612,0.7170250879095438,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134693742,adhesion_kpa,46,32.572744823821864,0.08108389037471678,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703143,adhesion_kpa,46,-43.34795157828857,0.08177197988715768,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134702864,adhesion_kpa,46,-61.35807570011925,0.08190846301958267,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),79.612,1.7e-157,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703649,adhesion_kpa,46,-45.775278034108425,0.08270300019582076,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134711954,adhesion_kpa,46,-47.32720554263645,0.08564654419944012,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134725446,adhesion_kpa,46,43.26667259493795,0.08603899123515825,0.7170250879095438,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14),58.333,4.63e-168,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134725475,adhesion_kpa,46,23.05696270506831,0.08659296131299372,0.7170250879095438,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (Stearoyl-CoA 9-desaturase),65.614,7.619999999999999e-142,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703412,adhesion_kpa,46,-41.760483369138704,0.0876425258930094,0.7170250879095438,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),89.434,1.2199999999999994e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134684350,adhesion_kpa,46,37.65149489296336,0.08790287485476246,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134704239,adhesion_kpa,46,-48.097897883098156,0.08828297540395645,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),70.732,1.66e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703353,adhesion_kpa,46,-51.387047296366504,0.0895492651924604,0.7170250879095438,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),70.732,1.66e-47,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134720002,adhesion_kpa,46,8.980627046056286,0.08973951928092673,0.7170250879095438,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP),26.378,9.87e-23,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134703472,adhesion_kpa,46,-55.1528006246093,0.09013323162211706,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134703648,adhesion_kpa,46,-46.18435788125687,0.09023181800553948,0.7170250879095438,ATP synthase subunit a (F-ATPase protein 6),88.608,1.11e-122,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707566,adhesion_kpa,46,12.839854194169371,0.09057111758382837,0.7170250879095438,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
