LOC_ID,metric,n_mussel,slope,p,q,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,tier
LOC134686344,adhesion_kpa,45,24.612192023774664,0.11746299987104244,0.9252562828981722,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),62.767,0,genome_blast,FALSE,TRUE,exploratory
LOC134694436,adhesion_kpa,45,12.6492959366117,0.11793193226947514,0.9252562828981722,Heat shock 70 kDa protein 12B,28.732,8.41e-52,genome_blast,FALSE,TRUE,exploratory
LOC134715354,adhesion_kpa,45,-16.96746178722977,0.12584357273712576,0.9252562828981722,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),39.336,4.17e-44,genome_blast,TRUE,TRUE,exploratory
LOC134682928,adhesion_kpa,45,14.825676606457215,0.12665530985652548,0.9252562828981722,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE,exploratory
LOC134720973,adhesion_kpa,45,-20.645146398097786,0.13123707073355512,0.9252562828981722,Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13),79.032,7.320000000000001e-29,genome_blast,TRUE,TRUE,exploratory
LOC134693664,adhesion_kpa,45,-20.732850807724834,0.14001075059149665,0.9252562828981722,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25),49.624,2.02e-41,genome_blast,FALSE,TRUE,exploratory
LOC134706926,adhesion_kpa,45,-18.56378174767042,0.1461624020501387,0.9252562828981722,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",63.534,3.809999999999999e-118,genome_blast,FALSE,TRUE,exploratory
LOC134681253,adhesion_kpa,45,-35.75501956882727,0.14877659631560897,0.9252562828981722,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),55.072,0,genome_blast,FALSE,TRUE,exploratory
LOC134718464,adhesion_kpa,45,22.243279209044406,0.15352431641498146,0.9252562828981722,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE,exploratory
LOC134720932,adhesion_kpa,45,5.471658249654409,0.15708937578456544,0.9252562828981722,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE,exploratory
LOC134725003,adhesion_kpa,45,13.386359821726243,0.16138366908168872,0.9252562828981722,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),34.161,1.4999999999999999e-33,genome_blast,FALSE,TRUE,exploratory
LOC134727424,adhesion_kpa,45,22.010293066107792,0.1620597159977547,0.9252562828981722,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,exploratory
LOC134687339,adhesion_kpa,45,9.962356226216116,0.1647923937258279,0.9252562828981722,"Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)",43.796,1.14e-39,genome_blast,FALSE,TRUE,exploratory
LOC134689775,adhesion_kpa,45,35.29272971260741,0.16490964471978464,0.9252562828981722,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,exploratory
LOC134721501,adhesion_kpa,45,15.853345173065437,0.17420871509171795,0.9252562828981722,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE,exploratory
LOC134684257,adhesion_kpa,45,24.008051037385183,0.179607225168162,0.9252562828981722,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (FK506-binding protein 4) (FKBP-4) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",53.846,8.92e-146,genome_blast,TRUE,TRUE,exploratory
LOC134721923,adhesion_kpa,45,21.48313186212813,0.18064366156393188,0.9252562828981722,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.227,4.429999999999999e-95,genome_blast,FALSE,TRUE,exploratory
LOC134695816,adhesion_kpa,45,15.33147674986145,0.18559658079301183,0.9252562828981722,Glutathione S-transferase C-terminal domain-containing protein,35.09,3.73e-114,genome_blast,FALSE,TRUE,exploratory
LOC134685659,adhesion_kpa,45,16.482831945562722,0.18581939980885936,0.9252562828981722,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",62.5,0,genome_blast,TRUE,TRUE,exploratory
LOC134714846,adhesion_kpa,45,-30.806533602308907,0.18952229749985386,0.9252562828981722,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein),50.825,0,genome_blast,FALSE,TRUE,exploratory
LOC134726949,adhesion_kpa,45,16.93135823528109,0.19839141917165118,0.9252562828981722,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.549,2.84e-94,genome_blast,FALSE,TRUE,exploratory
LOC134726699,adhesion_kpa,45,19.418298073760152,0.19909034022454214,0.9252562828981722,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),26.941,3.75e-63,genome_blast,FALSE,TRUE,exploratory
LOC134708209,adhesion_kpa,45,18.583183430719856,0.20896003505176072,0.9252562828981722,Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein),66.316,6.2699999999999985e-68,genome_blast,FALSE,TRUE,exploratory
LOC134692000,adhesion_kpa,45,-13.79777948637503,0.2148608453412103,0.9252562828981722,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",59.242,0,genome_blast,FALSE,TRUE,exploratory
LOC134711397,adhesion_kpa,45,-23.609736823861112,0.21770300441693963,0.9252562828981722,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),46.199,4.1199999999999986e-101,genome_blast,FALSE,TRUE,exploratory
LOC134706577,adhesion_kpa,45,22.236560041628156,0.22112834376102994,0.9252562828981722,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE,exploratory
LOC134708355,adhesion_kpa,45,23.54935295631367,0.2254879722854043,0.9252562828981722,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),47.404,0,genome_blast,FALSE,TRUE,exploratory
LOC134710997,adhesion_kpa,45,-7.740645358467926,0.22695410721745743,0.9252562828981722,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",58.48,3.25e-68,genome_blast,TRUE,TRUE,exploratory
LOC134711517,adhesion_kpa,45,15.925445901984872,0.2296356558182333,0.9252562828981722,Collagen alpha-1(IV) chain,42.595,0,genome_blast,FALSE,TRUE,exploratory
LOC134686270,adhesion_kpa,45,37.244680469715476,0.23080330578245217,0.9252562828981722,Heat shock 70 kDa protein 14,46.094,2.0599999999999994e-153,genome_blast,FALSE,TRUE,exploratory
LOC134716333,adhesion_kpa,45,-20.472287421084022,0.231263876313985,0.9252562828981722,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",52.598,0,genome_blast,TRUE,TRUE,exploratory
LOC134717772,adhesion_kpa,45,-14.251553504113444,0.23612425041485682,0.9252562828981722,Heat shock 70 kDa protein 12A,29.747,2.44e-43,genome_blast,FALSE,TRUE,exploratory
LOC134725998,adhesion_kpa,45,9.861153056698319,0.24034506676383582,0.9252562828981722,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.114,2.1699999999999998e-98,genome_blast,FALSE,TRUE,exploratory
LOC134695901,adhesion_kpa,45,15.006202345516028,0.24514693317856018,0.9252562828981722,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-II) (Small inducible cytokine subfamily E member 1)],44.136,8.490000000000001e-85,genome_blast,FALSE,TRUE,exploratory
LOC134710470,adhesion_kpa,45,-11.101822692352554,0.246270963036708,0.9252562828981722,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,exploratory
LOC134715424,adhesion_kpa,45,15.973160921126732,0.25021638714551814,0.9252562828981722,Dual oxidase 2 (EC 1.11.1.-) (EC 1.6.3.1) (NADH/NADPH thyroid oxidase p138-tox),40.391,0,genome_blast,FALSE,TRUE,exploratory
LOC134691039,adhesion_kpa,45,15.043895592632781,0.25486883455058024,0.9252562828981722,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.269,4.1999999999999994e-88,genome_blast,FALSE,TRUE,exploratory
LOC134712215,adhesion_kpa,45,24.544075422458373,0.2590371170780711,0.9252562828981722,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),59.817,1.99e-96,genome_blast,TRUE,TRUE,exploratory
LOC134690636,adhesion_kpa,45,-10.059997442506461,0.25939654517409955,0.9252562828981722,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),37.156,1.0099999999999999e-38,genome_blast,TRUE,TRUE,exploratory
LOC134706604,adhesion_kpa,45,22.75784233900392,0.26175486369547013,0.9252562828981722,Heat shock 70 kDa protein 12B,28.832,1.3e-59,genome_blast,FALSE,TRUE,exploratory
LOC134686963,adhesion_kpa,45,25.782572748096012,0.2630543726447801,0.9252562828981722,Probable assembly chaperone of rpl4,32.857,2.89e-26,genome_blast,FALSE,TRUE,exploratory
LOC134706345,adhesion_kpa,45,15.039728165891953,0.26449517509460907,0.9252562828981722,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),63.744,0,genome_blast,TRUE,TRUE,exploratory
LOC134711376,adhesion_kpa,45,-14.261820758028936,0.2646982759336649,0.9252562828981722,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),37.415,4.789999999999999e-110,genome_blast,TRUE,TRUE,exploratory
LOC134680827,adhesion_kpa,45,-5.602296090879646,0.26751138195681673,0.9252562828981722,Mussel byssus cycteine-rich protein,80,3.8e-61,genome_blast,FALSE,TRUE,exploratory
LOC134711783,adhesion_kpa,45,15.166403437214582,0.2683559146343849,0.9252562828981722,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE,exploratory
LOC134696389,adhesion_kpa,45,9.925488593805994,0.2690984408428947,0.9252562828981722,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.201,1.9199999999999993e-87,genome_blast,FALSE,TRUE,exploratory
LOC134694060,adhesion_kpa,45,14.237030951689773,0.2746636114706239,0.9311791606208811,Collagen alpha-4(VI) chain,22.619,1.8699999999999998e-48,genome_blast,FALSE,TRUE,exploratory
LOC134693929,adhesion_kpa,45,18.03039997096389,0.27824078504608,0.9311791606208811,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE,exploratory
LOC134707598,adhesion_kpa,45,15.080734375149168,0.2843916196572792,0.9392407438681195,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",24.928,1.59e-22,genome_blast,FALSE,TRUE,exploratory
LOC134700327,adhesion_kpa,45,-15.156672558968285,0.2987986289310479,0.9588502990099795,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),44.848,3.51e-48,genome_blast,TRUE,TRUE,exploratory
LOC134694200,adhesion_kpa,45,-15.431397240889142,0.29931532344187867,0.9588502990099795,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)],42.146,3.0099999999999998e-52,genome_blast,FALSE,TRUE,exploratory
LOC134687560,adhesion_kpa,45,-16.049745076901615,0.30336732862452076,0.9588502990099795,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1),67.974,4.69e-70,genome_blast,TRUE,TRUE,exploratory
LOC134718612,adhesion_kpa,45,11.031267517665038,0.31855315564566633,0.9588502990099795,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.227,2.65e-91,genome_blast,FALSE,TRUE,exploratory
LOC134707744,adhesion_kpa,45,6.939593802001915,0.3195982595475217,0.9588502990099795,Byssal peroxidase-like protein 1,35.231,1.4599999999999997e-98,genome_blast,FALSE,TRUE,exploratory
LOC134721362,adhesion_kpa,45,-17.074226828144372,0.3227112377812974,0.9588502990099795,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein),50.98,8.109999999999999e-96,genome_blast,FALSE,TRUE,exploratory
LOC134717350,adhesion_kpa,45,-6.329963583868322,0.3229278737251563,0.9588502990099795,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),44.521,8.009999999999998e-35,genome_blast,TRUE,TRUE,exploratory
LOC134728203,adhesion_kpa,45,12.758510123415828,0.32335368596627423,0.9588502990099795,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",70.711,0,genome_blast,TRUE,TRUE,exploratory
LOC134697966,adhesion_kpa,45,10.09899755531814,0.32824764815057883,0.9588502990099795,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS) (Prolyl-tRNA synthetase 2, mitochondrial)",49.879,2.3899999999999998e-149,genome_blast,FALSE,TRUE,exploratory
LOC134698154,adhesion_kpa,45,-7.674733451143143,0.332536026449899,0.9588502990099795,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.905,5.92e-108,genome_blast,FALSE,TRUE,exploratory
LOC134716385,adhesion_kpa,45,4.508264577589237,0.3348778769550429,0.9588502990099795,ACDC (Byssal EP-like protein 1) (EP-protein-1),87.712,4.81e-139,genome_blast,TRUE,TRUE,exploratory
LOC134707902,adhesion_kpa,45,12.677877936102226,0.3387984570748779,0.9588502990099795,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",69.421,0,genome_blast,FALSE,TRUE,exploratory
LOC134725173,adhesion_kpa,45,14.447940044962913,0.3399907434736581,0.9588502990099795,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],35.478,2.4799999999999998e-89,genome_blast,FALSE,TRUE,exploratory
LOC134724787,adhesion_kpa,45,-12.699236298980637,0.3506659017875208,0.9687290919564601,Alcohol dehydrogenase class-3 chain H (EC 1.1.1.1) (Alcohol dehydrogenase class-III chain H) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),76.8,0,genome_blast,FALSE,TRUE,exploratory
LOC134725830,adhesion_kpa,45,-17.06136298000591,0.3534572035532605,0.9687290919564601,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),63.053,0,genome_blast,FALSE,TRUE,exploratory
LOC134708000,adhesion_kpa,45,11.086251712113482,0.35778563055178336,0.9687290919564601,Foot protein 13,76.238,4.119999999999999e-47,genome_blast,FALSE,TRUE,exploratory
LOC134714939,adhesion_kpa,45,-16.037978205541364,0.36181350045102556,0.9687290919564601,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,exploratory
LOC134695612,adhesion_kpa,45,21.54554031035301,0.36279097467692134,0.9687290919564601,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.968,2.709999999999999e-118,genome_blast,FALSE,TRUE,exploratory
LOC134720677,adhesion_kpa,45,-8.739623057456864,0.375732910780627,0.9801868981011298,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),43.033,2.84e-63,genome_blast,TRUE,TRUE,exploratory
LOC134686883,adhesion_kpa,45,-5.913833212450893,0.3802746442499777,0.9801868981011298,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),76.331,0,genome_blast,FALSE,TRUE,exploratory
LOC134714791,adhesion_kpa,45,12.459198727618553,0.38149110342083625,0.9801868981011298,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",67.096,0,genome_blast,TRUE,TRUE,exploratory
LOC134697339,adhesion_kpa,45,12.014860221568894,0.40593828988815994,0.9801868981011298,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,9.420000000000001e-104,genome_blast,FALSE,TRUE,exploratory
LOC134718845,adhesion_kpa,45,12.760987174681791,0.41195468288945347,0.9801868981011298,Precollagen D,99.038,1.6999999999999998e-36,genome_blast,FALSE,TRUE,exploratory
LOC134715138,adhesion_kpa,45,10.484984918279975,0.4169794339464882,0.9801868981011298,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",82.419,0,genome_blast,TRUE,TRUE,exploratory
LOC134697300,adhesion_kpa,45,6.9119024941113985,0.4265720349739638,0.9801868981011298,Byssal HSP-like protein 1,81.517,0,genome_blast,TRUE,TRUE,exploratory
LOC134680972,adhesion_kpa,45,-6.890014926204619,0.4274610597932149,0.9801868981011298,Collagen alpha-6(VI) chain,28.454,2.71e-51,genome_blast,FALSE,TRUE,exploratory
LOC134681328,adhesion_kpa,45,-10.74193496422761,0.43440142657870306,0.9801868981011298,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),44.848,3.789999999999999e-48,genome_blast,FALSE,TRUE,exploratory
LOC134722124,adhesion_kpa,45,-9.087635950376077,0.43904009391991394,0.9801868981011298,Hypoxia up-regulated protein 1,55.738,0,genome_blast,TRUE,TRUE,exploratory
LOC134696794,adhesion_kpa,45,4.824478998601238,0.43939504564083687,0.9801868981011298,Heat shock protein 70 B2,73.783,0,genome_blast,FALSE,TRUE,exploratory
LOC134696037,adhesion_kpa,45,-9.759695819090235,0.44091957688174865,0.9801868981011298,Heat shock 70 kDa protein 12A,33.764,1.87e-83,genome_blast,FALSE,TRUE,exploratory
