LOC_ID,metric,n,slope_wls,p_wls,q_wls,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,tier,p_perm_metricwise,p_perm_famwise,p_perm_primary
LOC134693219,adhesion_kpa,45,-26.075926644300523,0.07269344068789262,0.8624825978777186,Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],67.908,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721964,adhesion_kpa,45,17.84121261263408,0.07520856902696194,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134725988,adhesion_kpa,45,22.522669641353804,0.07749035067115236,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134721694,adhesion_kpa,45,18.203727554050168,0.07768456946110887,0.8624825978777186,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta),80.588,2.3099999999999998e-104,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712524,adhesion_kpa,45,12.82662846170084,0.07873900921548098,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134711806,adhesion_kpa,45,-25.219863701285334,0.0801319989702817,0.8624825978777186,Protein timeless,31.646,7.43e-69,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721274,adhesion_kpa,45,-33.05205708598408,0.08511925606907328,0.8624825978777186,Zinc finger CCCH domain-containing protein 18,38.532,3.11e-21,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134692001,adhesion_kpa,45,12.534154876037624,0.0855897170148858,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134685243,adhesion_kpa,45,9.575718053276976,0.08647988871479999,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134694860,adhesion_kpa,45,16.913519025485407,0.08866768660221758,0.8624825978777186,Thioredoxin domain-containing protein 3 homolog (3'-5' exonuclease NME8) (EC 3.1.-.-) (Intermediate chain 1) (NME/NM23 family member 8),49.371,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134713272,adhesion_kpa,45,-25.70214520953234,0.09419731781315915,0.8624825978777186,Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR),43.482,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134716148,adhesion_kpa,45,15.304935815628605,0.09440301872905048,0.8624825978777186,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),30.108,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134725101,adhesion_kpa,45,-17.901558474117802,0.09636312883088137,0.8624825978777186,RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A),62.857,6.94e-45,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134688288,adhesion_kpa,45,8.218876067837277,0.09636979723117695,0.8624825978777186,"ATP-dependent RNA helicase DEAH12, chloroplastic (EC 3.6.4.13)",35.546,4.0099999999999996e-148,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712189,adhesion_kpa,45,15.590341576320697,0.09753014417631783,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134714939,adhesion_kpa,45,23.056273720292598,0.10055186358640406,0.8624825978777186,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134719614,adhesion_kpa,45,-20.33912924043769,0.10192301905378767,0.8624825978777186,Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A),58.613,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134692032,adhesion_kpa,45,13.310580644799225,0.10311940235941434,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134706448,adhesion_kpa,45,19.824285058166335,0.1034469214027118,0.8624825978777186,ATP-binding cassette sub-family F member 2,72.909,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134713577,adhesion_kpa,45,15.02530379558262,0.1042482794249769,0.8624825978777186,Cilia- and flagella-associated protein 57 (WD repeat-containing protein 65),54.034,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134722878,adhesion_kpa,45,-4.52074658363857,0.10578575116780668,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134712485,adhesion_kpa,45,19.364029714215103,0.10683539434881326,0.8624825978777186,Leucine-rich repeat and death domain-containing protein 1,27.5,4.06e-54,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134722016,adhesion_kpa,45,26.137457657433835,0.10888535354568073,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134684271,adhesion_kpa,45,-26.27359513256323,0.10939259859915212,0.8624825978777186,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",47.222,1e-24,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712944,adhesion_kpa,45,19.487946406378814,0.11065084095421077,0.8624825978777186,Uncharacterized protein C3orf20,24.044,5.32e-29,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134692455,adhesion_kpa,45,20.33795830491628,0.11104871408736998,0.8624825978777186,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),57.685,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721501,adhesion_kpa,45,12.841125615452844,0.11232382320875756,0.8624825978777186,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707290,adhesion_kpa,45,10.19953314513978,0.11279141333746495,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134706271,adhesion_kpa,45,19.345917600025558,0.11447520308829959,0.8624825978777186,Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4),60.465,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712900,adhesion_kpa,45,-20.244826178175526,0.1158482777425574,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134697233,adhesion_kpa,45,11.147836665063258,0.11670122457599273,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134722163,adhesion_kpa,45,25.587450215966378,0.11765603136615516,0.8624825978777186,Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha) (TNaK1-alpha),77.691,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134687007,adhesion_kpa,45,15.006865270553286,0.12044277504680867,0.8624825978777186,Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P) (Sterol regulatory element-binding proteins intramembrane protease) (SREBPs intramembrane protease),42.799,1.39e-139,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134683041,adhesion_kpa,45,7.573948333734282,0.12089951183076637,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134681206,adhesion_kpa,45,-26.437244689183238,0.12267626489107833,0.8624825978777186,EF-hand calcium-binding domain-containing protein 7,36.106,3.3100000000000005e-117,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134714660,adhesion_kpa,45,12.105922490950046,0.12303108920746542,0.8624825978777186,Fibronectin type 3 and ankyrin repeat domains protein 1,48.457,1.2699999999999999e-104,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712368,adhesion_kpa,45,17.587526793099922,0.12506872241447148,0.8624825978777186,"Amino acid transporter heavy chain SLC3A1 (D2) (Neutral and basic amino acid transport protein) (NBAT) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transporter-related heavy chain) (NAA-TR) (rBAT)",32.937,3.239999999999999e-89,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134714997,adhesion_kpa,45,26.128024592471156,0.12639561757705506,0.8624825978777186,Rho-related BTB domain-containing protein 1,35.725,3.96e-111,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707011,adhesion_kpa,45,34.73890640618862,0.12688853216610724,0.8624825978777186,Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1),49.057,2.48e-64,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134694199,adhesion_kpa,45,15.050974026584205,0.12697298383278827,0.8624825978777186,NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239),27.831,4.019999999999999e-101,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134690874,adhesion_kpa,45,17.23048866380348,0.12818368761803392,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134722146,adhesion_kpa,45,13.289397453121616,0.13215919918069624,0.8624825978777186,Dynein regulatory complex subunit 4 (Growth arrest-specific protein 11) (GAS-11) (Growth arrest-specific protein 8) (GAS-8),67.793,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134706993,adhesion_kpa,45,16.15656922286731,0.13337297962281264,0.8624825978777186,Kinesin-like protein KIF28P (Kinesin-like protein 6),38.532,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134722127,adhesion_kpa,45,-19.944245533934883,0.13799373106785462,0.8624825978777186,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),35.211,1.72e-29,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134720801,adhesion_kpa,45,-22.07814951702007,0.13882063510943146,0.8624825978777186,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),73.022,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134720696,adhesion_kpa,45,-12.07948234887657,0.13929219152976208,0.8624825978777186,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1),73.851,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721830,adhesion_kpa,45,-15.748655527426756,0.14101103856163208,0.8624825978777186,Calbindin-32,61.017,9.72e-118,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134711783,adhesion_kpa,45,15.884736029820653,0.14246296643156917,0.8624825978777186,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134715372,adhesion_kpa,45,18.570542841146253,0.14599578846739067,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134718956,adhesion_kpa,45,14.235642551779089,0.14641016761302075,0.8624825978777186,Meiosis-specific nuclear structural protein 1,52.314,5.559999999999998e-103,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707589,adhesion_kpa,45,19.31888486360166,0.14752681073203208,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134697688,adhesion_kpa,45,18.55025581103836,0.14910091220324365,0.8624825978777186,von Willebrand factor A domain-containing protein 3B (VWA domain-containing protein 3B),40.029,2.5299999999999993e-161,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134684209,adhesion_kpa,45,-23.90875203678694,0.14969131528305463,0.8624825978777186,DnaJ homolog subfamily C member 14,39.056,9.28e-44,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134697125,adhesion_kpa,45,-19.142961976185763,0.1497991867530233,0.8624825978777186,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)",27.496,2.08e-114,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134700608,adhesion_kpa,45,10.894919206544285,0.15093445462860075,0.8624825978777186,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134695234,adhesion_kpa,45,14.833193927561204,0.15617272930742124,0.863067422113927,Minor histocompatibility antigen H13 (EC 3.4.23.-) (Presenilin-like protein 3) (Signal peptide peptidase),68,5.249999999999998e-169,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134685155,adhesion_kpa,45,16.945336691703353,0.1566275923258465,0.863067422113927,Protein adenylyltransferase FICD (EC 2.7.7.108) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin yeast partner E) (Huntingtin-interacting protein 13) (HIP-13) (Huntingtin-interacting protein E),58.017,6.699999999999999e-142,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134692823,adhesion_kpa,45,-23.871499734920068,0.15876752392216362,0.863067422113927,Ras-related protein Rab-3,85.909,3.09e-141,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134711804,adhesion_kpa,45,14.75357552828241,0.15994134906442625,0.863067422113927,Coiled-coil domain-containing protein 39,56.532,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134683210,adhesion_kpa,45,-11.105134059320198,0.1599415712282846,0.863067422113927,Reelin (EC 3.4.21.-),39.536,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134725659,adhesion_kpa,45,15.449284371416837,0.16219678162212656,0.863067422113927,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2),66.812,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134682572,adhesion_kpa,45,-17.670889043658523,0.16591087520181994,0.863067422113927,Tubulin beta chain (Beta-tubulin),92.093,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134725758,adhesion_kpa,45,-11.137298944840628,0.16795584741786843,0.863067422113927,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134721963,adhesion_kpa,45,14.848401694149457,0.17017628454543018,0.863067422113927,Sperm surface protein Sp17 (Sperm autoantigenic protein 17),45.07,7.349999999999999e-31,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134707958,adhesion_kpa,45,16.62158854762544,0.17135124380601724,0.863067422113927,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter),39.13,1.02e-25,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134714392,adhesion_kpa,45,12.32672333991091,0.17287699381769844,0.863067422113927,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134715138,adhesion_kpa,45,15.339556612656592,0.1749039656179741,0.863067422113927,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",82.419,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134690830,adhesion_kpa,45,14.231696035211488,0.17496478820929423,0.863067422113927,Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164),50.416,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134706593,adhesion_kpa,45,15.255095055850676,0.17625347704809535,0.863067422113927,Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622),53.617,7.6e-79,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134683165,adhesion_kpa,45,8.655878563328693,0.1819615389182475,0.863067422113927,Tubulin polymerization-promoting protein family member 3,39.548,2.48e-22,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134725490,adhesion_kpa,45,12.350324121637424,0.18335130123717233,0.863067422113927,NA,NA,NA,NA,NA,NA,DEG_union,exploratory,1,1,NA
LOC134714625,adhesion_kpa,45,7.99128700912777,0.1898375681159638,0.863067422113927,E3 ubiquitin-protein ligase arih1 (EC 2.3.2.31) (Protein ariadne-1 homolog) (ARI-1),34.167,3.48e-27,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134712229,adhesion_kpa,45,12.617952130475055,0.1902180633962918,0.863067422113927,"DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",51.868,3.5199999999999983e-152,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
LOC134724759,adhesion_kpa,45,13.036405158774652,0.19085813590751313,0.863067422113927,"Dynein beta chain, ciliary",72.452,0,genome_blast,TRUE,TRUE,DEG_union,exploratory,1,1,NA
