LOC_ID,metric,metric_type,tier,n,slope,p_lm,rho_partial,q_lm,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,frac_at_floor,floor_flag,byssal_structural
LOC134711730,adhesion_kpa,level,exploratory,44,9.17472423131012,0.21808612741285746,0.11079343889603924,0.79555544464215,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",72.864,0,genome_blast,FALSE,TRUE,candidate,0.133,ok,FALSE
LOC134695661,adhesion_kpa,level,exploratory,44,-10.814781087876923,0.2189971631293592,-0.20725002193277378,0.79555544464215,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.961,3.68e-115,genome_blast,FALSE,TRUE,candidate,0.244,caution,FALSE
LOC134725173,adhesion_kpa,level,exploratory,44,8.837486187777143,0.21927447200322178,0.09962153367971345,0.79555544464215,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],35.478,2.4799999999999998e-89,genome_blast,FALSE,TRUE,candidate,0.267,caution,FALSE
LOC134714392,adhesion_kpa,level,exploratory,44,11.108655412234395,0.2196834413248538,0.20808083208124262,0.79555544464215,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134706727,adhesion_kpa,level,exploratory,44,11.622288904506567,0.22791074748385434,0.19130216853096374,0.79555544464215,Glutathione S-transferase (PfGST) (EC 2.5.1.18),32.227,1.79e-21,genome_blast,FALSE,TRUE,candidate,0.156,ok,FALSE
LOC134715908,adhesion_kpa,level,exploratory,44,16.115993337066328,0.2326537250194714,0.2701326105872545,0.79555544464215,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),32.313,6.41e-33,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725830,adhesion_kpa,level,exploratory,44,13.947345497781214,0.23555813829421918,0.19742168141622315,0.79555544464215,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),63.053,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134712292,adhesion_kpa,level,exploratory,44,7.88535755180586,0.24101844065615963,0.2072209268563907,0.79555544464215,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",62.391,0,genome_blast,FALSE,TRUE,candidate,0.378,caution,FALSE
LOC134682955,adhesion_kpa,level,exploratory,44,12.28721028944032,0.24696363598458668,0.18220371139503547,0.79555544464215,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1),68,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134701603,adhesion_kpa,level,exploratory,44,10.161277328926332,0.2489433986903741,0.1373772290994495,0.79555544464215,Tyrosinase 2,61.101,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134725897,adhesion_kpa,level,exploratory,44,8.169401827222275,0.2499637507946738,0.25857524072606125,0.79555544464215,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),34.649,3.8800000000000005e-33,genome_blast,TRUE,TRUE,candidate,0.356,caution,FALSE
LOC134725629,adhesion_kpa,level,exploratory,44,15.092063673003725,0.25467210663301265,0.08765365755285968,0.79555544464215,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),52.453,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134721812,adhesion_kpa,level,exploratory,44,10.441673618163406,0.2596234496932879,0.15923141173260982,0.79555544464215,Glutathione peroxidase (GPx) (GSHPx) (EC 1.11.1.9),42.857,7.5e-46,genome_blast,FALSE,TRUE,candidate,0.2,ok,FALSE
LOC134695774,adhesion_kpa,level,exploratory,44,-13.314748469750466,0.26187809901185444,-0.08300034883703988,0.79555544464215,Heat shock 70 kDa protein 12A,31.936,2.66e-79,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134684025,adhesion_kpa,level,exploratory,44,9.993187219573972,0.2709714342004089,0.108191819278051,0.79555544464215,Tyrosinase 2,61.101,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134717350,adhesion_kpa,level,exploratory,44,-4.655190660533762,0.2759519389684528,-0.21494760283214748,0.79555544464215,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),44.521,8.009999999999999e-35,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134694421,adhesion_kpa,level,exploratory,44,10.282380323483743,0.27666294703237293,0.27838664827632836,0.79555544464215,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134720677,adhesion_kpa,level,exploratory,44,10.736031919086143,0.28098848574331864,0.17947656581778465,0.79555544464215,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),43.033,2.84e-63,genome_blast,TRUE,TRUE,candidate,0.044,ok,FALSE
LOC134707842,adhesion_kpa,level,exploratory,44,12.725294223556567,0.2847074898659916,0.18106403082834188,0.79555544464215,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",52.987,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134716333,adhesion_kpa,level,exploratory,44,-16.87396353459936,0.2886860298292842,-0.21741588201585513,0.79555544464215,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",52.598,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134694200,adhesion_kpa,level,exploratory,44,-14.033636032269229,0.28929870812126507,-0.11208205708756151,0.79555544464215,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)],42.146,3.0099999999999998e-52,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134710470,adhesion_kpa,level,exploratory,44,-9.08088205583567,0.2893481620941997,-0.2092338614611999,0.79555544464215,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate,0.089,ok,FALSE
LOC134725758,adhesion_kpa,level,exploratory,44,-9.687538672908284,0.2916135832398701,-0.21855606854795143,0.79555544464215,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134694436,adhesion_kpa,level,exploratory,44,4.4740806559814095,0.2929725833102488,0.20772459877823196,0.79555544464215,Heat shock 70 kDa protein 12B,28.732,8.41e-52,genome_blast,FALSE,TRUE,candidate,0.156,ok,FALSE
LOC134693929,adhesion_kpa,level,exploratory,44,-11.166265371920991,0.3011514459895622,-0.015656548332294476,0.79555544464215,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134711496,adhesion_kpa,level,exploratory,44,1.40573577304577,0.31231218812302153,0.25863865408731224,0.79555544464215,Foot protein 10,55.016,3.2199999999999993e-106,genome_blast,FALSE,TRUE,candidate,0.378,caution,TRUE
LOC134693958,adhesion_kpa,level,exploratory,44,7.063522966867995,0.31654450383410054,0.13511789179438055,0.79555544464215,Superoxide dismutase [Mn] (EC 1.15.1.1),47.291,1.94e-63,genome_blast,FALSE,TRUE,candidate,0.133,ok,FALSE
LOC134721362,adhesion_kpa,level,exploratory,44,-14.169930437213274,0.3182678497331821,-0.09598464216791236,0.79555544464215,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein),50.98,8.109999999999999e-96,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134711515,adhesion_kpa,level,exploratory,44,-10.082481377971563,0.3220344090814665,-0.12099087309763792,0.79555544464215,Collagen alpha-2(IV) chain,51.043,2.47e-134,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725998,adhesion_kpa,level,exploratory,44,6.235209860009996,0.32240892236189234,0.1628688335352665,0.79555544464215,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.114,2.1699999999999998e-98,genome_blast,FALSE,TRUE,candidate,0.178,ok,FALSE
LOC134725152,adhesion_kpa,level,exploratory,44,-10.21848745720685,0.33104946388382295,-0.11503288017353885,0.79555544464215,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",47.124,5.799999999999999e-166,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725540,adhesion_kpa,level,exploratory,44,16.640605556328843,0.33867951904427585,0.16846494484286817,0.79555544464215,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),64.423,3.71e-45,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134707598,adhesion_kpa,level,exploratory,44,7.649796571792451,0.3401166580271414,0.07818876297318092,0.79555544464215,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",24.928,1.59e-22,genome_blast,FALSE,TRUE,candidate,0.356,caution,FALSE
LOC134686883,adhesion_kpa,level,exploratory,44,3.9736053862874203,0.34810064377249883,0.017446456902109823,0.79555544464215,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),76.331,0,genome_blast,FALSE,TRUE,candidate,0.4,caution,FALSE
LOC134712267,adhesion_kpa,level,exploratory,44,8.30535699268525,0.3561372553436417,0.12868091308085278,0.79555544464215,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",49.171,4.449999999999999e-174,genome_blast,FALSE,TRUE,candidate,0.289,caution,FALSE
LOC134707678,adhesion_kpa,level,exploratory,44,6.7133679495016985,0.35777425762229376,0.08249091010743478,0.79555544464215,Byssal peroxidase-like protein 1,34.068,1.23e-87,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134716384,adhesion_kpa,level,exploratory,44,-6.970127358288955,0.35777935337611433,-0.24710648831553028,0.79555544464215,ACDC (Byssal EP-like protein 1) (EP-protein-1),76.695,3.19e-126,genome_blast,TRUE,TRUE,candidate,0.267,caution,TRUE
LOC134721377,adhesion_kpa,level,exploratory,44,9.674118274255171,0.35850040857263943,0.14294222580377888,0.79555544464215,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",62.668,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134697396,adhesion_kpa,level,exploratory,44,5.444817871687746,0.3624460914194738,0.3376609670163438,0.79555544464215,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",59.416,0,genome_blast,FALSE,TRUE,candidate,0.178,ok,FALSE
