LOC_ID,metric,scale,tier,n_threads,n_mussel,slope_mixed,p_mixed,q_mixed,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set
LOC134682488,max_force,log,primary,136,45,-0.13946784872906634,0.1800600837612828,0.9269027021100307,Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain),30.756,7.309999999999999e-60,genome_blast,TRUE,TRUE,candidate
LOC134718612,max_force,log,primary,136,45,-0.2360651914841264,0.18110370425539282,0.9269027021100307,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.227,2.65e-91,genome_blast,FALSE,TRUE,candidate
LOC134725629,max_force,log,primary,136,45,0.38750179299960086,0.18280342370761835,0.9269027021100307,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),52.453,0,genome_blast,FALSE,TRUE,candidate
LOC134689775,max_force,log,primary,136,45,0.5331989115654637,0.19168129686020388,0.9269027021100307,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,candidate
LOC134725758,max_force,log,primary,136,45,-0.34903076627586366,0.19330814557588205,0.9269027021100307,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,candidate
LOC134725173,max_force,log,primary,136,45,0.31494001420989437,0.19445536557650367,0.9269027021100307,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],35.478,2.4799999999999998e-89,genome_blast,FALSE,TRUE,candidate
LOC134707744,max_force,log,primary,136,45,0.14371440563697466,0.19886262375966957,0.9269027021100307,Byssal peroxidase-like protein 1,35.231,1.4599999999999997e-98,genome_blast,FALSE,TRUE,candidate
LOC134715482,max_force,log,primary,136,45,-0.5114483824502161,0.21479861286434368,0.9269027021100307,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),68.493,3.86e-27,genome_blast,TRUE,TRUE,candidate
LOC134711376,max_force,log,primary,136,45,-0.2431897540423831,0.21583821459945676,0.9269027021100307,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),37.415,4.789999999999999e-110,genome_blast,TRUE,TRUE,candidate
LOC134695612,max_force,log,primary,136,45,0.467092889615355,0.21608191296634838,0.9269027021100307,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.968,2.709999999999999e-118,genome_blast,FALSE,TRUE,candidate
LOC134707640,max_force,log,primary,136,45,-0.14073207961948336,0.21923908158921912,0.9269027021100307,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx),69.683,8.46e-108,genome_blast,FALSE,TRUE,candidate
LOC134687564,max_force,log,primary,136,45,0.27293873505887384,0.22007583101427813,0.9269027021100307,Heat shock 70 kDa protein (HSP70),67.647,5.7e-60,genome_blast,FALSE,TRUE,candidate
LOC134682928,max_force,log,primary,136,45,0.19183740072124744,0.2203854716544133,0.9269027021100307,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE,candidate
LOC134686344,max_force,log,primary,136,45,0.30474016239916163,0.22322023322495715,0.9269027021100307,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),62.767,0,genome_blast,FALSE,TRUE,candidate
LOC134719074,max_force,log,primary,136,45,0.170282349409138,0.23034785836937785,0.9269027021100307,Collagen alpha-4(VI) chain,41.148,3.21e-29,genome_blast,FALSE,TRUE,candidate
LOC134712267,max_force,log,primary,136,45,-0.4875916422595326,0.23091740078968656,0.9269027021100307,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",49.171,4.449999999999999e-174,genome_blast,FALSE,TRUE,candidate
LOC134687162,max_force,log,primary,136,45,0.21583468952308688,0.2409962720308818,0.9269027021100307,Glutathione S-transferase A4 (EC 2.5.1.18) (GST A4-4) (GSTA4-4) (GST class-alpha member 4) (Glutathione S-transferase 5.7) (GST 5.7),42.081,7.579999999999999e-46,genome_blast,FALSE,TRUE,candidate
LOC134696625,max_force,log,primary,136,45,-0.3100484548398696,0.2434425226879471,0.9269027021100307,Heat shock 70 kDa protein 12A,33.874,2.95e-94,genome_blast,FALSE,TRUE,candidate
LOC134691221,max_force,log,primary,136,45,-0.3384970841462994,0.2471171549018253,0.9269027021100307,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),46.445,4.44e-65,genome_blast,TRUE,TRUE,candidate
LOC134707468,max_force,log,primary,136,45,0.13606726437248853,0.24873809113058626,0.9269027021100307,Dual oxidase maturation factor 1 (Dual oxidase activator 1) (Numb-interacting protein),30.466,9.35e-29,genome_blast,TRUE,TRUE,candidate
LOC134696249,max_force,log,primary,136,45,0.13387832039874112,0.25410322938073654,0.9269027021100307,Alcohol dehydrogenase class-3 chain H (EC 1.1.1.1) (Alcohol dehydrogenase class-III chain H) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),58.378,5.299999999999998e-160,genome_blast,FALSE,TRUE,candidate
LOC134720677,max_force,log,primary,136,45,-0.17505803156694222,0.26228042274797614,0.9269027021100307,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),43.033,2.84e-63,genome_blast,TRUE,TRUE,candidate
LOC134685659,max_force,log,primary,136,45,0.22463234333065388,0.2657378763853371,0.9269027021100307,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",62.5,0,genome_blast,TRUE,TRUE,candidate
LOC134712109,max_force,log,primary,136,45,-0.29697547369678284,0.26746071823520706,0.9269027021100307,Glutathione peroxidase 2 (GPx-2) (GSHPx-2) (EC 1.11.1.9) (Glutathione peroxidase-gastrointestinal) (GPx-GI) (GSHPx-GI) (Phospholipid hydroperoxide glutathione peroxidase GPX2) (EC 1.11.1.12),58.152,2.78e-79,genome_blast,FALSE,TRUE,candidate
LOC134694794,max_force,log,primary,136,45,0.13057487769837098,0.2681346471909912,0.9269027021100307,Heat shock 70 kDa protein 12A,31.122,3.33e-71,genome_blast,FALSE,TRUE,candidate
LOC134695774,max_force,log,primary,136,45,0.2907611549136147,0.27680634189739906,0.9269027021100307,Heat shock 70 kDa protein 12A,31.936,2.66e-79,genome_blast,FALSE,TRUE,candidate
LOC134690636,max_force,log,primary,136,45,-0.1527572590537103,0.2807542081828928,0.9269027021100307,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),37.156,1.0099999999999999e-38,genome_blast,TRUE,TRUE,candidate
LOC134686970,max_force,log,primary,136,45,0.4249847963110964,0.2843414454575282,0.9269027021100307,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),32.367,2.66e-57,genome_blast,FALSE,TRUE,candidate
LOC134724488,max_force,log,primary,136,45,0.12491888461903825,0.2884624576519626,0.9269027021100307,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),49.194,0,genome_blast,FALSE,TRUE,candidate
LOC134718500,max_force,log,primary,136,45,-0.4518089155523627,0.29009706001865826,0.9269027021100307,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,candidate
LOC134712598,max_force,log,primary,136,45,0.2987689394957748,0.2902652415101576,0.9269027021100307,Glutathione-specific gamma-glutamylcyclotransferase 2 (Gamma-GCG 2) (EC 4.3.2.7) (Cation transport regulator-like protein 2),62.147,4.58e-79,genome_blast,FALSE,TRUE,candidate
LOC134680827,max_force,log,primary,136,45,-0.08462855420963278,0.2931762968578035,0.9269027021100307,Mussel byssus cycteine-rich protein,80,3.8e-61,genome_blast,FALSE,TRUE,candidate
LOC134699824,max_force,log,primary,136,45,-0.21544353366661645,0.2945454248712656,0.9269027021100307,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1) (Protein dumpy-18)",31.76,5.1e-69,genome_blast,FALSE,TRUE,candidate
LOC134724473,max_force,log,primary,136,45,0.289018690875188,0.29508783424761986,0.9269027021100307,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),53.269,0,genome_blast,FALSE,TRUE,candidate
LOC134725805,max_force,log,primary,136,45,-0.23923608353388356,0.2999987996569031,0.9269027021100307,Heat shock 70 kDa protein 12A,32.388,1.7699999999999993e-96,genome_blast,FALSE,TRUE,candidate
LOC134694200,max_force,log,primary,136,45,-0.2431247410405377,0.3086656421809109,0.9269027021100307,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)],42.146,3.0099999999999998e-52,genome_blast,FALSE,TRUE,candidate
LOC134685100,max_force,log,primary,136,45,0.22952277334667126,0.3087766564076543,0.9269027021100307,Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-interacting protein 1),38.585,2.9499999999999988e-55,genome_blast,FALSE,TRUE,candidate
LOC134701696,max_force,log,primary,136,45,0.24081319746455362,0.31321878316665597,0.9269027021100307,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.758,2.589999999999999e-101,genome_blast,TRUE,TRUE,candidate
LOC134695001,max_force,log,primary,136,45,-0.2187516045632953,0.3208596390900832,0.9269027021100307,DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p),66.667,4.37e-154,genome_blast,TRUE,TRUE,candidate
LOC134680969,max_force,log,primary,136,45,0.07974903009860942,0.3276430162245799,0.9269027021100307,Collagen alpha-4(VI) chain,31.486,2.26e-36,genome_blast,FALSE,TRUE,candidate
LOC134686782,max_force,log,primary,136,45,-0.2644431435124087,0.32888900311751723,0.9269027021100307,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),74.429,3.4599999999999986e-119,genome_blast,FALSE,TRUE,candidate
LOC134702190,max_force,log,primary,136,45,0.20381350446361177,0.3294888289859187,0.9269027021100307,Heat shock 70 kDa protein 12A,31.104,2.97e-92,genome_blast,FALSE,TRUE,candidate
LOC134711515,max_force,log,primary,136,45,0.19155644756349882,0.33093810233826737,0.9269027021100307,Collagen alpha-2(IV) chain,51.043,2.47e-134,genome_blast,TRUE,TRUE,candidate
LOC134714392,max_force,log,primary,136,45,-0.24374148189516667,0.33394136197712054,0.9269027021100307,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE,candidate
LOC134710470,max_force,log,primary,136,45,-0.1472232594516086,0.3360199947442897,0.9269027021100307,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate
LOC134722124,max_force,log,primary,136,45,-0.17802073614535394,0.341132179611498,0.9269027021100307,Hypoxia up-regulated protein 1,55.738,0,genome_blast,TRUE,TRUE,candidate
LOC134680970,max_force,log,primary,136,45,-0.07460145521073006,0.3428765686914049,0.9269027021100307,Collagen alpha-6(VI) chain,28.824,8.979999999999997e-55,genome_blast,FALSE,TRUE,candidate
LOC134695901,max_force,log,primary,136,45,0.19604986286457346,0.3431006513278285,0.9269027021100307,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-II) (Small inducible cytokine subfamily E member 1)],44.136,8.490000000000001e-85,genome_blast,FALSE,TRUE,candidate
LOC134686963,max_force,log,primary,136,45,0.3498550723371338,0.3435380096322518,0.9269027021100307,Probable assembly chaperone of rpl4,32.857,2.89e-26,genome_blast,FALSE,TRUE,candidate
LOC134694060,max_force,log,primary,136,45,0.1973239289329191,0.34558583450028957,0.9269027021100307,Collagen alpha-4(VI) chain,22.619,1.8699999999999998e-48,genome_blast,FALSE,TRUE,candidate
LOC134725948,max_force,log,primary,136,45,0.30800218528661627,0.349309343289677,0.9269027021100307,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.229,1.3e-63,genome_blast,FALSE,TRUE,candidate
LOC134694760,max_force,log,primary,136,45,-0.2741204795571151,0.3555111822666347,0.9269027021100307,Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9),56.021,1.78e-67,genome_blast,FALSE,TRUE,candidate
LOC134727424,max_force,log,primary,136,45,0.22561608209807438,0.3595836773012344,0.9269027021100307,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,candidate
LOC134697300,max_force,log,primary,136,45,-0.12346239180273524,0.36703100829493374,0.9269027021100307,Byssal HSP-like protein 1,81.517,0,genome_blast,TRUE,TRUE,candidate
LOC134721949,max_force,log,primary,136,45,0.23522748460515067,0.37110683925368115,0.9269027021100307,BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1),35.751,3.35e-29,genome_blast,FALSE,TRUE,candidate
LOC134720720,max_force,log,primary,136,45,-0.18548376707526334,0.3754807774951927,0.9269027021100307,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R) (p28),39.738,2.5899999999999994e-52,genome_blast,FALSE,TRUE,candidate
LOC134683354,max_force,log,primary,136,45,0.27825553895848654,0.381801249572182,0.9269027021100307,Protein SAAL1 (Synoviocyte proliferation-associated in collagen-induced arthritis protein 1) (SPACIA1),35.909,2.0300000000000002e-71,genome_blast,FALSE,TRUE,candidate
LOC134716385,max_force,log,primary,136,45,0.0654100339910394,0.3818024330569877,0.9269027021100307,ACDC (Byssal EP-like protein 1) (EP-protein-1),87.712,4.81e-139,genome_blast,TRUE,TRUE,candidate
LOC134691039,max_force,log,primary,136,45,0.18585203132919842,0.3819435813009773,0.9269027021100307,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.269,4.1999999999999994e-88,genome_blast,FALSE,TRUE,candidate
LOC134725473,max_force,log,primary,136,45,-0.18046195181736882,0.3889401502550017,0.9269027021100307,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase),27.754,4.3e-51,genome_blast,FALSE,TRUE,candidate
LOC134697339,max_force,log,primary,136,45,0.1913871377868398,0.3919916556174696,0.9269027021100307,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,9.420000000000001e-104,genome_blast,FALSE,TRUE,candidate
LOC134683945,max_force,log,primary,136,45,0.37773435906098063,0.3996224756198672,0.9269027021100307,Histone chaperone asf1 (Anti-silencing function protein 1) (Replication-coupling assembly factor subunit ASF1) (RCAF subunit ASF1) (dASF1),75.325,2.3699999999999997e-85,genome_blast,FALSE,TRUE,candidate
LOC134693874,max_force,log,primary,136,45,-0.223363347618764,0.39973413773376565,0.9269027021100307,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],36.864,0,genome_blast,TRUE,TRUE,candidate
